Year,Row,Nr.,Name,Geboren,Aufnahme,Gestorben,Fachsektion,Link
1885,0,2512.0,Georg Hans Emmo Wolfgang Hieronymus,15. Feb. 1846,9. Feb.,18. Jan. 1921,Botanik,/wiki/Georg_Hans_Emmo_Wolfgang_Hieronymus
1885,1,2513.0,Moritz Traube,12. Feb. 1826,12. Feb.,28. Juni 1894,Botanik Physiologie,/wiki/Moritz_Traube
1885,2,2514.0,Ignatz Urban,7. Jan. 1848,14. Feb.,7. Jan. 1931,Botanik,/wiki/Ignaz_Urban
1885,3,2515.0,R. A. Hehl,18. Juli 1839,27. Mrz.,28. Mai 1911,Mineralogie und Geologie,/wiki/Rudolph_Alexander_Hehl
1885,4,2516.0,Wilhelm Joest,15. März 1852,14. Jul.,25. Nov. 1897,"Anthropologie, Ethnologie und Geographie",/wiki/Wilhelm_Joest
1885,5,2517.0,Julius Wilhelm Richard Dedekind,6. Okt. 1831,11. Aug.,12. Feb. 1916,Mathematik und Astronomie,/wiki/Richard_Dedekind
1885,6,2518.0,Theodor Ritter von Oppolzer,26. Okt. 1841,26. Okt.,26. Dez. 1886,Mathematik und Astronomie,/wiki/Theodor_von_Oppolzer
1885,7,2519.0,Heinrich Friedrich Ludwig Matthiessen,22. Sep. 1830,28. Okt.,14. Nov. 1906,Physik und Meteorologie,/wiki/Ludwig_Matthiessen
1885,8,2520.0,Albert von Brunn,7. Feb. 1849,30. Okt.,10. Dez. 1895,Zoologie und Anatomie,/wiki/Ferdinand_Albert_Wilhelm_von_Brunn
1885,9,2521.0,Franz Eilhard Schulze,22. März 1840,30. Okt.,2. Nov. 1921,Zoologie und Anatomie,/wiki/Franz_Eilhard_Schulze
1885,10,2522.0,Ludwig Barth Ritter von Barthenau,17. Jan. 1839,31. Okt.,3. Aug. 1890,Chemie,/wiki/Ludwig_Barth_zu_Barthenau
1885,11,2523.0,Johann Baptist von Rogner,1823,2. Nov.,8. Jan. 1886,Mathematik und Astronomie,/wiki/Johann_Rogner
1885,12,2524.0,Woldemar Voigt,2. Sep. 1850,3. Nov.,13. Dez. 1919,Physik und Meteorologie,/wiki/Woldemar_Voigt_(Physiker)
1885,13,2525.0,Julius Heinrich Georg Franz,28. Juni 1847,3. Nov.,28. Jan. 1913,Mathematik und Astronomie,/wiki/Julius_Franz_(Astronom)
1885,14,2526.0,Johann Peter Griess,6. Sep. 1829,3. Nov.,30. Aug. 1888,Chemie,/wiki/Peter_Grie%C3%9F
1885,15,2527.0,Friedrich Johann Karl Becke,31. Dez. 1855,4. Nov.,18. Juni 1931,Mineralogie und Geologie,/wiki/Friedrich_Becke_(Mineraloge)
1885,16,2528.0,Hans Eppinger,17. Dez. 1848,5. Nov.,12. Aug. 1916,Zoologie und Anatomie,/wiki/Hans_Eppinger_senior
1885,17,2529.0,Guido Goldschmiedt,29. Mai 1850,5. Nov.,6. Aug. 1915,Chemie,/wiki/Guido_Goldschmiedt
1885,18,2530.0,Samuel Leopold Schenk,23. Aug. 1840,5. Nov.,17. Aug. 1902,Zoologie und Anatomie,/wiki/Samuel_Leopold_Schenk
1885,19,2531.0,August Emil Vogl,3. Aug. 1833,5. Nov.,25. Juli 1909,Botanik,/wiki/August_Emil_Vogl
1885,20,2532.0,Heinrich Bernhard Rathke,20. Jan. 1840,6. Nov.,14. Aug. 1923,Chemie,/wiki/Bernhard_Rathke
1885,21,2533.0,Wilhelm Karl Joseph Killing,10. Mai 1847,6. Nov.,11. Feb. 1923,Mathematik und Astronomie,/wiki/Wilhelm_Killing
1885,22,2534.0,Otto Wallach,27. März 1847,7. Nov.,26. Feb. 1931,Chemie,/wiki/Otto_Wallach
1885,23,2535.0,Johann Palisa,6. Dez. 1848,8. Nov.,2. Mai 1925,Mathematik und Astronomie,/wiki/Johann_Palisa
1885,24,2536.0,August Johann Seydler,1. Juni 1849,8. Nov.,22. Juni 1891,Mathematik und Astronomie Physik und Meteorologie,/wiki/August_Seydler
1885,25,2537.0,Eduard Joseph Tangl,20. März 1848,9. Nov.,9. Juli 1905,Botanik,/wiki/Eduard_Joseph_Tangl
1885,26,2538.0,Anton Wassmuth,5. Mai 1844,9. Nov.,22. Apr. 1927,Physik und Meteorologie,/wiki/Anton_Wassmuth
1885,27,2539.0,Ernst Sigismund Christian von Meyer,25. Aug. 1847,9. Nov.,11. Apr. 1916,Chemie,/wiki/Ernst_von_Meyer_(Chemiker)
1885,28,2540.0,Anton Puchta,4. März 1851,10. Nov.,18. Feb. 1903,Mathematik und Astronomie,/wiki/Anton_Puchta
1885,29,2541.0,Heinrich B. Obersteiner,13. Nov. 1847,12. Nov.,19. Nov. 1922,Wissenschaftliche Medizin,/wiki/Heinrich_Obersteiner
1885,30,2542.0,Sigismund Theodor Stein,2. Apr. 1840,13. Nov.,27. Sep. 1891,Physik und Meteorologie Wissenschaftliche Medizin,/wiki/Sigmund_Theodor_Stein
1885,31,2543.0,Maximilian Gustav Christian Carl Braun,30. Sep. 1850,13. Nov.,19. Feb. 1930,Zoologie und Anatomie,/wiki/Max_Braun_(Zoologe)
1885,32,2544.0,Adolph Chistian Wilhelm Schur,15. Apr. 1846,15. Nov.,1. Juli 1901,Mathematik und Astronomie,/wiki/Wilhelm_Schur
1885,33,2545.0,Maximilian Josef Schuster,7. Mai 1856,16. Nov.,14. Nov. 1887,Mineralogie und Geologie,/wiki/Maximilian_Schuster_(Mineraloge)
1885,34,2546.0,August Wilhelm Heinrich Froriep,10. Sep. 1849,16. Nov.,11. Okt. 1917,Zoologie und Anatomie,/wiki/August_von_Froriep
1885,35,2547.0,Eduard Zacharias,16. Mai 1852,16. Nov.,23. März 1911,Botanik,/wiki/Eduard_Zacharias
1885,36,2548.0,Wilhelm Staedel,18. März 1843,16. Nov.,14. Mai 1919,Chemie,/wiki/Wilhelm_Staedel_(Chemiker)
1885,37,2549.0,Johannes Frischauf,17. Sep. 1837,19. Nov.,7. Jan. 1924,Mathematik und Astronomie,/wiki/Johannes_Frischauf
1885,38,2550.0,Friedrich August Gruber,8. Okt. 1853,19. Nov.,23. Nov. 1938,Zoologie und Anatomie,/wiki/August_Gruber
1885,39,2551.0,Carl Johann Friedrich Schmitz,8. März 1850,20. Nov.,24. Jan. 1895,Botanik,/wiki/Friedrich_Schmitz_(Botaniker)
1885,40,2552.0,Oskar Fabian,28. Feb. 1846,21. Nov.,28. Nov. 1899,Physik und Meteorologie,/wiki/Oskar_Fabian
1885,41,2553.0,Oskar Döring,26. Apr. 1844,23. Nov.,4. Jan. 1917,Physik und Meteorologie,/wiki/Oscar_D%C3%B6ring
1885,42,2554.0,Frederico Philippi,16. Dez. 1838,23. Nov.,16. Jan. 1910,Botanik,/wiki/Federico_Philippi
1885,43,2555.0,R. D. M. Verbeek,7. Apr. 1845,23. Nov.,9. Apr. 1926,Mineralogie und Geologie,/wiki/Rogier_Verbeek
1885,44,2556.0,Alois Handl,22. Juli 1837,23. Nov.,10. Feb. 1915,Physik und Meteorologie,/wiki/Alois_Handl
1885,45,2557.0,Hermann Wilhelm Vogel,26. März 1834,24. Nov.,17. Dez. 1898,Physik und Meteorologie,/wiki/Hermann_Wilhelm_Vogel
1885,46,2558.0,Franz Emil Melde,11. März 1832,28. Nov.,17. März 1901,Physik und Meteorologie,/wiki/Franz_Melde
1885,47,2559.0,Eduard Reyer,16. Mai 1849,28. Nov.,11. Juli 1914,Mineralogie und Geologie,/wiki/Eduard_Reyer
1885,48,2560.0,Ludwig Konrad Albert Koch,27. Jan. 1850,29. Nov.,18. Mai 1938,Botanik,/wiki/Ludwig_Konrad_Albert_Koch
1885,49,2561.0,Karl Leopold Theodor Liebe,11. Feb. 1828,30. Nov.,5. Juni 1894,Mineralogie und Geologie,/wiki/Karl_Theodor_Liebe
1885,50,2562.0,Ernst Otto Wilhelm Taschenberg,23. März 1854,2. Dez.,30. März 1922,Zoologie und Anatomie,/wiki/Otto_Taschenberg
1885,51,2563.0,Karl Maria Paul,17. Juli 1838,5. Dez.,12. Feb. 1900,Mineralogie und Geologie,/wiki/Carl_Maria_Paul
1885,52,2564.0,Georg Roth,26. Jan. 1845,6. Dez.,,Mathematik und Astronomie,/wiki/Georg_Roth_(Mathematiker)
1885,53,2565.0,Gustav Adolf Sauer,10. Juli 1852,9. Dez.,2. Mai 1932,Mineralogie und Geologie,/wiki/Adolf_Sauer
1885,54,2566.0,Karl Heinrich Hector Guido Stache,28. März 1833,17. Dez.,11. Apr. 1921,Mineralogie und Geologie,/wiki/Guido_Stache
1885,55,2567.0,Nicolaus von Iwanowsky,7. Feb. 1845,21. Dez.,,Zoologie und Anatomie,
1885,56,2568.0,Carl Hermann Amandus Schwarz,25. Jan. 1843,24. Dez.,30. Nov. 1921,Mathematik und Astronomie,/wiki/Hermann_Amandus_Schwarz
1886,0,2569.0,Carl Hermann Gustav Müller,7. Mai 1851,4. Jan.,7. Juli 1925,Physik und Meteorologie,/wiki/Gustav_M%C3%BCller_(Astronom)
1886,1,2570.0,Max Heinrich Maercker,25. Okt. 1842,5. Jan.,19. Okt. 1901,Chemie,/wiki/Max_Maercker
1886,2,2571.0,Ernst Albert Schmidt,13. Juli 1845,13. Jan.,5. Juli 1921,Chemie,/wiki/Ernst_Schmidt_(Chemiker)
1886,3,2572.0,Eugen Askenasy,5. Mai 1845,16. Jan.,24. Aug. 1903,Botanik,/wiki/Eugen_Askenasy
1886,4,2573.0,Galileo Ferraris,31. Okt. 1847,18. Apr.,7. Feb. 1897,Physik und Meteorologie,/wiki/Galileo_Ferraris
1886,5,2574.0,"Carl Theodor, Herzog in Bayern",9. Aug. 1839,13. Jul.,30. Nov. 1909,Wissenschaftliche Medizin,/wiki/Carl_Theodor_in_Bayern
1886,6,2575.0,Ludwig Ferdinand von Bayern,22. Okt. 1859,22. Jul.,23. Nov. 1949,Wissenschaftliche Medizin,/wiki/Ludwig_Ferdinand_von_Bayern
1886,7,2576.0,N. M. Prshewalski,12. Apr. 1839,18. Jul.,1. Nov. 1888,"Anthropologie, Ethnologie und Geographie",/wiki/Nikolai_Michailowitsch_Prschewalski
1886,8,2577.0,James Hector,16. März 1834,18. Jul.,6. Nov. 1907,"Anthropologie, Ethnologie und Geographie",/wiki/James_Hector
1886,9,2578.0,Anders Lindstedt,27. Juni 1854,18. Jul.,16. Mai 1939,Mathematik und Astronomie,/wiki/Anders_Lindstedt
1886,10,2579.0,Gustav Ritter von Kreitner,2. Aug. 1847,18. Jul.,20. Nov. 1893,"Anthropologie, Ethnologie und Geographie",/wiki/Gustav_Kreitner
1886,11,2580.0,Thomas Spencer Wells,3. Feb. 1818,18. Jul.,31. Jan. 1897,Wissenschaftliche Medizin,
1886,12,2581.0,Christian Felix Klein,25. Apr. 1849,18. Jul.,22. Juni 1925,Mathematik und Astronomie,/wiki/Felix_Klein_(Mathematiker)
1886,13,2582.0,Ernst Voit,14. Apr. 1838,19. Jul.,14. Feb. 1921,Physik und Meteorologie,/wiki/Ernst_Voit
1886,14,2583.0,Heinrich Helferich,4. Mai 1851,20. Jul.,18. Dez. 1945,Wissenschaftliche Medizin,/wiki/Heinrich_Helferich
1886,15,2584.0,Heinrich Carl Rudolf Friedrich Lahs,25. Apr. 1838,20. Jul.,20. Feb. 1902,Wissenschaftliche Medizin,
1886,16,2585.0,Carl Friedrich Constantin Lender,2. Juni 1828,20. Jul.,7. Dez. 1888,Wissenschaftliche Medizin,/wiki/Constantin_Lender
1886,17,2586.0,Heinrich Johannes Gustav Kayser,16. März 1853,20. Jul.,14. Okt. 1940,Physik und Meteorologie,/wiki/Heinrich_Gustav_Johannes_Kayser
1886,18,2587.0,Hermann Hugo Rudolph Schwartze,7. Sep. 1837,20. Jul.,20. Aug. 1910,Wissenschaftliche Medizin,/wiki/Hermann_Schwartze
1886,19,2588.0,Theodor Hermann von Jürgensen,11. Apr. 1840,21. Jul.,8. Mai 1907,Wissenschaftliche Medizin,/wiki/Theodor_Hermann_J%C3%BCrgensen
1886,20,2589.0,Ludwig Friedrich Wilhelm Sophus Friederichsen,1. Mai 1841,21. Jul.,20. Apr. 1915,"Anthropologie, Ethnologie und Geographie",/wiki/Ludwig_Friederichsen
1886,21,2590.0,Friedrich Robert Helmert,31. Juli 1843,22. Jul.,15. Juni 1917,Mathematik und Astronomie,/wiki/Friedrich_Robert_Helmert
1886,22,2591.0,Julius Hermann Kuhnt,14. Apr. 1850,22. Jul.,31. Okt. 1925,Wissenschaftliche Medizin,/wiki/Hermann_Kuhnt
1886,23,2592.0,Alexander Georg Supan,3. März 1847,22. Jul.,7. Juli 1920,"Anthropologie, Ethnologie und Geographie",/wiki/Alexander_Supan
1886,24,2593.0,Carl Adolf Christian Jakob Gerhardt,5. Mai 1833,23. Jul.,21. Juli 1902,Wissenschaftliche Medizin,/wiki/Carl_Jakob_Adolf_Christian_Gerhardt
1886,25,2594.0,Charles Edouard Brown-Séquard,8. Apr. 1817,23. Jul.,2. Apr. 1894,Physiologie,/wiki/Charles-%C3%89douard_Brown-S%C3%A9quard
1886,26,2595.0,Paul Alb. Grawitz,1. Okt. 1850,24. Jul.,27. Juni 1932,Wissenschaftliche Medizin,/wiki/Paul_Grawitz
1886,27,2596.0,Wilhelm Koner,6. Juli 1817,24. Jul.,29. Sep. 1887,"Anthropologie, Ethnologie und Geographie",/wiki/Wilhelm_Koner
1886,28,2597.0,Albert Ludwig Siegmund Neisser,22. Jan. 1855,24. Jul.,30. Juli 1916,Wissenschaftliche Medizin,/wiki/Albert_Neisser
1886,29,2598.0,Paul Bruns,2. Juli 1846,25. Jul.,2. Juni 1916,Wissenschaftliche Medizin,/wiki/Paul_von_Bruns
1886,30,2599.0,Ludwig Stieda,7. Nov. 1837,26. Jul.,19. Nov. 1918,Zoologie und Anatomie,/wiki/Ludwig_Stieda
1886,31,2600.0,Jonas Graetzer,19. Okt. 1806,27. Jul.,25. Nov. 1889,Wissenschaftliche Medizin,/wiki/Jonas_Graetzer
1886,32,2601.0,Ludwig Laqueur,7. Juli 1839,28. Jul.,20. Apr. 1909,Wissenschaftliche Medizin,/wiki/Ludwig_Laqueur
1886,33,2602.0,Karl Julius Eduard Schering,1. Juni 1854,28. Jul.,21. Apr. 1925,Physik und Meteorologie,/wiki/Karl_Schering
1886,34,2603.0,Berthold Hatschek,3. Apr. 1854,31. Jul.,18. Jan. 1941,Zoologie und Anatomie,/wiki/Berthold_Hatschek
1886,35,2604.0,Oskar Langendorff,1. Feb. 1853,31. Jul.,10. Mai 1908,Physiologie,/wiki/Oscar_Langendorff
1886,36,2605.0,Oswald Kohts,31. Jan. 1844,2. Aug.,14. Okt. 1912,Wissenschaftliche Medizin,
1886,37,2606.0,Anton August Julius Karl Hermann Wilbrand,22. Mai 1851,2. Aug.,17. Sep. 1935,Wissenschaftliche Medizin,/wiki/Hermann_Wilbrand
1886,38,2607.0,Josef Karl Andreas Oellacher,24. Sep. 1842,2. Aug.,4. Mai 1892,Wissenschaftliche Medizin,/wiki/Josef_Oellacher
1886,39,2608.0,Martin Wilckens,3. Apr. 1834,3. Aug.,10. Juni 1897,Zoologie und Anatomie,/wiki/Martin_Wilckens
1886,40,2609.0,Franz Riegel,9. Feb. 1843,6. Aug.,28. Aug. 1904,Wissenschaftliche Medizin,/wiki/Franz_Riegel
1886,41,2610.0,Emil Woldemar Rosenberg,26. Apr. 1842,7. Aug.,29. Dez. 1925,Zoologie und Anatomie,/wiki/Emil_Rosenberg
1886,42,2611.0,Joseph Edler von Lenhossék,20. März 1818,9. Aug.,2. Dez. 1888,Zoologie und Anatomie Physiologie,/wiki/J%C3%B3zsef_von_Lenhoss%C3%A9k
1886,43,2612.0,Karl Theodor Ferdinand Michael von Inama-Sternegg,20. Jan. 1843,9. Aug.,28. Nov. 1908,"Anthropologie, Ethnologie und Geographie",/wiki/Theodor_Inama_von_Sternegg
1886,44,2613.0,Richard Freiherr von Krafft Ebing,14. Aug. 1840,11. Aug.,22. Dez. 1902,Wissenschaftliche Medizin,/wiki/Richard_von_Krafft-Ebing
1886,45,2614.0,Ernst Fuchs,14. Juni 1851,13. Aug.,21. Nov. 1930,Wissenschaftliche Medizin,"/wiki/Ernst_Fuchs_(Mediziner,_1851)"
1886,46,2615.0,Ernst Eduard Wiltheiss,12. Juni 1855,17. Aug.,7. Juli 1900,Mathematik und Astronomie,/wiki/Ernst_Eduard_Wiltheiss
1886,47,2616.0,Justus Georg Gaule,4. Nov. 1849,21. Aug.,25. Juni 1939,Physiologie,/wiki/Justus_Gaule
1886,48,2617.0,Richard Andree,26. Feb. 1835,26. Aug.,22. Juni 1912,"Anthropologie, Ethnologie und Geographie",/wiki/Richard_Andree
1886,49,2618.0,Giacomo Giuseppe Federico Delpino,27. Dez. 1833,28. Aug.,1905,Botanik,/wiki/Federico_Delpino
1886,50,2619.0,Franz Ritter von Le Monnier,7. Dez. 1854,29. Aug.,13. März 1925,"Anthropologie, Ethnologie und Geographie",/wiki/Franz_von_Le_Monnier
1886,51,2620.0,Alexander Anton Rosenberg,2. Sep. 1839,4. Sep.,27. Mai 1926,Zoologie und Anatomie,/wiki/Alexander_Anton_Rosenberg
1886,52,2621.0,Franz Wieser,18. Okt. 1848,8. Sep.,8. Apr. 1923,"Anthropologie, Ethnologie und Geographie",/wiki/Franz_von_Wieser
1886,53,2622.0,Richard Emil Benjamin Sadebeck,20. Mai 1839,28. Sep.,12. Feb. 1905,Botanik,/wiki/Richard_Sadebeck
1886,54,2623.0,Richard Franz Karl Andreas Thoma,11. Dez. 1847,30. Sep.,26. Nov. 1923,Zoologie und Anatomie,/wiki/Richard_Thoma_(Mediziner)
1886,55,2624.0,Eduard Richter,3. Okt. 1847,11. Okt.,6. Feb. 1905,"Anthropologie, Ethnologie und Geographie",/wiki/Eduard_Richter
1886,56,2625.0,Leopold von Pebal,29. Dez. 1826,16. Okt.,17. Feb. 1887,Chemie,/wiki/Leopold_von_Pebal
1887,0,2626.0,Johannes Georg Lehmann,11. Apr. 1851,27. Jan.,12. Apr. 1925,Mineralogie und Geologie,/wiki/Johannes_Lehmann-Hohenberg
1887,1,2627.0,Benno Benjamin Loewenberg,29. Sep. 1836,9. Feb.,1905,Wissenschaftliche Medizin,
1887,2,2628.0,Emil Holub,7. Okt. 1847,21. Sep.,21. Feb. 1902,"Zoologie Anthropologie, Ethnologie und Geographie Wissenschaftliche Medizin",/wiki/Emil_Holub
1887,3,2629.0,Alexander Graham Bell,3. März 1847,20. Okt.,2. Aug. 1922,Physik und Meteorologie,/wiki/Alexander_Graham_Bell
1887,4,2630.0,William Thomson,26. Juni 1824,20. Okt.,17. Dez. 1907,Physik und Meteorologie,"/wiki/William_Thomson,_1._Baron_Kelvin"
1887,5,2631.0,Henry Enfield Roscoe,7. Jan. 1833,20. Okt.,18. Dez. 1915,Chemie,/wiki/Henry_Enfield_Roscoe
1887,6,2632.0,Ed. Bornet,2. Sep. 1828,20. Okt.,18. Dez. 1911,Botanik,/wiki/Jean-Baptiste_%C3%89douard_Bornet
1887,7,2633.0,W. T. Tiselton Dyer,28. Juli 1843,20. Okt.,23. Dez. 1928,Botanik,/wiki/William_Turner_Thiselton-Dyer
1887,8,2634.0,Greely,27. März 1844,20. Okt.,20. Okt. 1935,"Anthropologie, Ethnologie und Geographie",/wiki/Adolphus_Greely
1887,9,2635.0,David August Brauns,1. Aug. 1827,20. Okt.,1. Dez. 1893,"Mineralogie und Geologie Anthropologie, Ethnologie und Geographie",/wiki/David_August_Brauns
1887,10,2636.0,Friedrich Wilhelm Sievers,3. Dez. 1860,21. Okt.,11. Juni 1921,"Anthropologie, Ethnologie und Geographie",/wiki/Wilhelm_Sievers_(Geograph)
1887,11,2637.0,Basil von Engelhardt,29. Juli 1828,22. Okt.,17. Mai 1915,Mathematik und Astronomie,/wiki/Basil_von_Engelhardt
1887,12,2638.0,Hans Jakob Paul Virchow,10. Sep. 1852,22. Okt.,10. Mai 1940,Zoologie und Anatomie,/wiki/Hans_Virchow
1887,13,2639.0,Johannes Georg Brock,16. Jan. 1852,23. Okt.,20. Feb. 1889,Zoologie und Anatomie,/wiki/Johannes_Georg_Brock
1887,14,2640.0,Christian Gustav Adolph Mayer,15. Feb. 1839,23. Okt.,11. Apr. 1908,Mathematik und Astronomie,/wiki/Adolph_Mayer
1887,15,2641.0,Carl Wilhelm Ernst Joachim Schoenborn,8. Mai 1840,23. Okt.,10. Dez. 1906,Wissenschaftliche Medizin,/wiki/Karl_Sch%C3%B6nborn
1887,16,2642.0,Carl Ernst Theodor Schweigger,28. Okt. 1830,23. Okt.,24. Aug. 1905,Wissenschaftliche Medizin,/wiki/Karl_Schweigger
1887,17,2643.0,Oskar Maximilian Sigismund Schultze,10. Aug. 1859,24. Okt.,30. Juni 1920,Zoologie und Anatomie,/wiki/Oskar_Max_Sigismund_Schultze
1887,18,2644.0,Oskar Gustav Doebner,20. Nov. 1850,24. Okt.,28. März 1907,Chemie,/wiki/Oskar_Doebner
1887,19,2645.0,Victor Knorre,4. Okt. 1840,25. Okt.,25. Aug. 1919,Mathematik und Astronomie,/wiki/Viktor_Knorre
1887,20,2646.0,Jean Rudolf Lehmann-Filhès,12. Apr. 1854,25. Okt.,30. Mai 1914,Mathematik und Astronomie,/wiki/Rudolf_Lehmann-Filh%C3%A9s
1887,21,2647.0,Salomon Moos,15. Juli 1831,25. Okt.,15. Juli 1895,Wissenschaftliche Medizin,/wiki/Salomon_Moos
1887,22,2648.0,Adolf Pinner,31. Aug. 1842,25. Okt.,21. Mai 1909,Chemie,/wiki/Adolf_Pinner
1887,23,2649.0,Johann Adolf Repsold,3. Feb. 1838,25. Okt.,1. Sep. 1919,Mathematik und Astronomie,/wiki/Johann_Adolf_Repsold
1887,24,2650.0,Rudolf Wilhelm Schmitt,5. Aug. 1830,25. Okt.,18. Feb. 1898,Chemie,/wiki/Rudolf_Schmitt_(Chemiker)
1887,25,2651.0,Max Josef Conrad,5. Juni 1848,26. Okt.,31. Dez. 1920,Chemie,/wiki/Max_Conrad_(Chemiker)
1887,26,2652.0,Emanuel Wilhelm Johannes Gad,30. Juni 1842,26. Okt.,1. Feb. 1926,Physiologie,/wiki/Johannes_Gad
1887,27,2653.0,Wilhelm Friedrich Kohlrausch,14. Mai 1855,26. Okt.,16. Apr. 1936,Physik und Meteorologie,/wiki/Wilhelm_Friedrich_Kohlrausch
1887,28,2654.0,Adolf Paul Lesser,22. Mai 1851,26. Okt.,6. Juli 1926,Wissenschaftliche Medizin,/wiki/Adolf_Lesser
1887,29,2655.0,Arnold Pick,20. Juli 1851,26. Okt.,4. Apr. 1924,Wissenschaftliche Medizin,/wiki/Arnold_Pick
1887,30,2656.0,Wilhelm von Miller,9. Dez. 1848,26. Okt.,1. März 1899,Chemie,/wiki/Wilhelm_von_Miller
1887,31,2657.0,Georg Hermann Ruge,19. Juni 1852,26. Okt.,21. Juni 1919,Zoologie und Anatomie,/wiki/Georg_Ruge
1887,32,2658.0,Albrecht Carl Ludwig Martin Leonhard Kossel,16. Sep. 1853,27. Okt.,5. Juli 1927,Physiologie,/wiki/Albrecht_Kossel
1887,33,2659.0,Ernst Werner Siemens,13. Dez. 1816,27. Okt.,6. Dez. 1892,Physik und Meteorologie,/wiki/Werner_von_Siemens
1887,34,2660.0,Max Joseph Oertel,20. März 1835,27. Okt.,17. Juli 1897,Wissenschaftliche Medizin,/wiki/Max_Joseph_Oertel
1887,35,2661.0,Philipp Richard Anschütz,10. März 1852,27. Okt.,8. Jan. 1937,Chemie,/wiki/Richard_Ansch%C3%BCtz
1887,36,2662.0,August Breisky,25. März 1832,27. Okt.,25. Mai 1889,Wissenschaftliche Medizin,/wiki/August_Breisky
1887,37,2663.0,Carl Schorlemmer,30. Sep. 1834,28. Okt.,27. Juni 1892,Chemie,/wiki/Carl_Schorlemmer
1887,38,2664.0,Robert Gustav Schram,18. Jan. 1850,28. Okt.,23. Dez. 1923,Mathematik und Astronomie,
1887,39,2665.0,Gottfried Adolf Ernst Wilhelm Ulrich Kreusler,4. Nov. 1844,28. Okt.,18. Okt. 1921,Chemie,/wiki/Ulrich_Kreusler
1887,40,2666.0,Carl Johannes Wilhelm Theodor Pape,20. Jan. 1836,28. Okt.,7. Mai 1906,Physik und Meteorologie,/wiki/Carl_Pape
1887,41,2667.0,Ernst Heinrich Zimmermann,15. Juli 1860,28. Okt.,6. Jan. 1944,Mineralogie und Geologie,"/wiki/Ernst_Zimmermann_(Geologe,_1860)"
1887,42,2668.0,Justus Wilhelm Johannes Carrière,5. März 1854,29. Okt.,13. Juli 1893,Zoologie und Anatomie,/wiki/Justus_Carri%C3%A8re_(Zoologe)
1887,43,2669.0,Gustav Theodor Fritsch,5. März 1838,29. Okt.,12. Juni 1927,Physiologie,/wiki/Gustav_Theodor_Fritsch
1887,44,2670.0,Erasmus Kittler,25. Juni 1852,29. Okt.,14. März 1929,Physik und Meteorologie,/wiki/Erasmus_Kittler
1887,45,2671.0,Carl Langer von Edenberg,16. Apr. 1819,29. Okt.,7. Dez.,Zoologie und Anatomie,/wiki/Karl_Langer_von_Edenberg
1887,46,2672.0,Veit Brecher Wittrock,5. Mai 1839,30. Okt.,1. Sep. 1914,Botanik,/wiki/Veit_Brecher_Wittrock
1887,47,2673.0,Karl Florian Toldt,3. Mai 1840,1. Nov.,13. Nov. 1920,Zoologie und Anatomie,/wiki/Carl_Toldt_(Mediziner)
1887,48,2674.0,Edmund August Friedrich Russow,24. Feb. 1841,1. Nov.,11. Apr. 1897,Botanik,/wiki/Edmund_Russow
1887,49,2675.0,Johann Otto Leonhard Heubner,21. Jan. 1843,2. Nov.,17. Okt. 1926,Wissenschaftliche Medizin,/wiki/Otto_Heubner
1887,50,2676.0,Jean Charles Galissard de Marignac,24. Apr. 1817,2. Nov.,15. Apr. 1894,Chemie,/wiki/Jean_Charles_Galissard_de_Marignac
1887,51,2677.0,Carl Nicolai Jensen Börgen,1. Okt. 1843,3. Nov.,8. Juni 1909,Mathematik und Astronomie Physik und Meteorologie,/wiki/Karl_Nikolai_Jensen_B%C3%B6rgen
1887,52,2678.0,Carl Wilhelm Alfred Nehring,29. Jan. 1845,3. Nov.,29. Sep. 1904,Zoologie und Anatomie,/wiki/Alfred_Nehring
1887,53,2679.0,Walther Anton Franz Dyck,6. Dez. 1856,3. Nov.,5. Nov. 1934,Mathematik und Astronomie,/wiki/Walther_von_Dyck
1887,54,2680.0,Viktor Edler von Lang,2. März 1838,4. Nov.,3. Juli 1921,Physik und Meteorologie,/wiki/Viktor_von_Lang
1887,55,2681.0,Karl Walter von Funke,18. Aug. 1832,4. Nov.,10. Dez. 1900,Chemie,/wiki/Walter_von_Funke
1887,56,2682.0,Julius Friedrich Schultze,17. Aug. 1848,4. Nov.,14. Okt. 1934,Wissenschaftliche Medizin,/wiki/Friedrich_Schultze_(Mediziner)
1887,57,2683.0,Hugo Adolph Steinheil,12. Apr. 1832,4. Nov.,4. Nov. 1893,Mathematik und Astronomie,/wiki/Hugo_Adolph_Steinheil
1887,58,2684.0,Heinrich Max Runge,21. Sep. 1849,5. Nov.,27. Juli 1909,Wissenschaftliche Medizin,/wiki/Max_Runge
1887,59,2685.0,Emil Christian Hansen,8. Mai 1842,6. Nov.,27. Aug. 1909,Botanik,/wiki/Emil_Christian_Hansen
1887,60,2686.0,Philipp Victor Paulitschke,24. Sep. 1854,7. Nov.,11. Dez. 1899,"Anthropologie, Ethnologie und Geographie",/wiki/Philipp_Paulitschke
1887,61,2687.0,Zdenko Hanns Skraup,3. März 1850,8. Nov.,10. Sep. 1910,Chemie,/wiki/Zdenko_Hans_Skraup
1887,62,2688.0,Michael Josef Rossbach,12. Feb. 1842,8. Nov.,8. Okt. 1894,Wissenschaftliche Medizin,/wiki/Michael_Joseph_Ro%C3%9Fbach
