Year,Row,Nr.,Name,Geboren,Aufnahme,Gestorben,Fachsektion,Link
1891,16,2913.0,Alfred Einhorn,27. Feb. 1856,18. Apr.,21. März 1917,Chemie,/wiki/Alfred_Einhorn
1891,17,2914.0,Ferdinand Hueppe,24. Aug. 1852,20. Apr.,15. Sep. 1938,Wissenschaftliche Medizin,/wiki/Ferdinand_Hueppe
1891,18,2915.0,Gustav Albert Theodor Kühn,20. Jan. 1840,21. Apr.,2. Apr. 1892,Chemie,/wiki/Gustav_K%C3%BChn_(Agronom)
1891,19,2916.0,Philipp Bertkau,11. Jan. 1849,29. Apr.,22. Okt. 1894,Zoologie und Anatomie,/wiki/Philipp_Bertkau
1891,20,2917.0,François Alphonse Christian Forel,2. Feb. 1841,29. Apr.,7. Aug. 1912,"Anthropologie, Ethnologie und Geographie",/wiki/Fran%C3%A7ois-Alphonse_Forel
1891,21,2918.0,Carl Bernhard Wilhelm Scheibler,16. Feb. 1827,29. Apr.,2. Apr. 1899,Chemie,/wiki/Carl_Scheibler_(Chemiker)
1891,22,2919.0,Victor Felix Schiffner,10. Aug. 1862,29. Apr.,1. Dez. 1944,,/wiki/Viktor_Ferdinand_Schiffner
1891,23,2920.0,Cornelius Carl Heinrich Bolau,17. Sep. 1836,6. Mai,25. Mai 1920,Zoologie und Anatomie,/wiki/Heinrich_Bolau
1891,24,2921.0,Johannes Joseph Nepomuk Hermann Rabl-Rückhard,1. Sep. 1839,17. Sep.,10. Dez. 1905,Wissenschaftliche Medizin,/wiki/Hermann_Rabl-R%C3%BCckhard
1891,25,2922.0,Carl Heinrich Friedrich Kreutz,28. Sep. 1854,21. Dez.,3. Juli 1907,Mathematik und Astronomie,/wiki/Heinrich_Kreutz_(Astronom)
1891,26,2923.0,Gustav Jaumann,18. Apr. 1863,23. Dez.,21. Juli 1924,Physik und Meteorologie,/wiki/Gustav_Jaumann
1891,27,2924.0,Friedrich Narr,16. Aug. 1844,23. Dez.,6. Okt. 1893,Physik und Meteorologie,/wiki/Friedrich_Narr
1891,28,2925.0,Gerhard Rohlfs,14. Apr. 1831,23. Dez.,2. Juni 1896,"Anthropologie, Ethnologie und Geographie",/wiki/Gerhard_Rohlfs_(Afrikaforscher)
1891,29,2926.0,Wilhelm Joseph Friedrich Nikolaus Schell,31. Okt. 1826,23. Dez.,13. Feb. 1904,Mathematik und Astronomie,/wiki/Wilhelm_Schell
1891,30,2927.0,Wilhelm Biedermann,14. Jan. 1852,24. Dez.,27. Nov. 1929,Physiologie,/wiki/Wilhelm_Biedermann
1891,31,2928.0,Friedrich Klockmann,12. Apr. 1858,24. Dez.,17. Nov. 1937,Mineralogie und Geologie,/wiki/Friedrich_Klockmann
1891,32,2929.0,Leander Ditscheiner,4. Jan. 1839,26. Dez.,1. Feb. 1905,Physik und Meteorologie,/wiki/Leander_Ditscheiner
1891,33,2930.0,Otto Lehmann,13. Jan. 1855,29. Dez.,17. Juni 1922,Physik und Meteorologie,/wiki/Otto_Lehmann_(Physiker)
1891,34,2931.0,Friedrich Fuchs,10. Feb. 1840,30. Dez.,4. Feb. 1911,Physiologie,"/wiki/Friedrich_Fuchs_(Mediziner,_1840)"
1891,35,2932.0,Friedrich August Ernst Meitzen,16. Dez. 1822,31. Dez.,19. Jan. 1910,"Anthropologie, Ethnologie und Geographie",/wiki/August_Meitzen
1892,0,2933.0,Hermann Dingler,23. Mai 1846,1. Jan.,30. Dez. 1935,Botanik,/wiki/Hermann_Dingler
1892,1,2934.0,Ernst Julius Richard Ewald,14. Feb. 1855,1. Jan.,22. Juli 1921,Physiologie,/wiki/Ernst_Julius_Richard_Ewald
1892,2,2935.0,Karl Hugo Huppert,29. Jan. 1832,1. Jan.,19. Okt. 1904,Physiologie,/wiki/Karl_Hugo_Huppert
1892,3,2936.0,Carl Alfred Ernst Müller,20. Nov. 1855,4. Jan.,13. Juni 1907,Botanik,/wiki/Carl_Alfred_Ernst_M%C3%BCller
1892,4,2937.0,Hermann Senator,6. Dez. 1834,5. Jan.,14. Juli 1911,Wissenschaftliche Medizin,/wiki/Hermann_Senator
1892,5,2938.0,Ernst Ludwig,19. Jan. 1842,9. Jan.,14. Okt. 1915,Chemie  Physiologie,/wiki/Ernst_Ludwig_(Chemiker)
1892,6,2939.0,Friedrich Wilhelm Franz Meyer,2. Sep. 1856,11. Jan.,11. Apr. 1934,Mathematik und Astronomie,/wiki/Franz_Meyer_(Mathematiker)
1892,7,2940.0,Christian Moritz Rühlmann,15. Feb. 1811,12. Jan.,16. Jan. 1896,Mathematik und Astronomie  Physik und Meteorologie,/wiki/Moritz_R%C3%BChlmann
1892,8,2941.0,Nicolaus Jacob Carl Müller,12. Juli 1842,13. Jan.,12. Jan. 1901,Botanik,/wiki/Nicolaus_Jacob_Carl_M%C3%BCller
1892,9,2942.0,Albrecht Ludolf Hermann Lorberg,2. März 1831,18. Jan.,6. März 1906,Physik und Meteorologie,/wiki/Hermann_Lorberg
1892,10,2943.0,Carl Adolph Paalzow,5. Aug. 1823,21. Jan.,2. Jan. 1908,Physik und Meteorologie,/wiki/Adolph_Paalzow
1892,11,2944.0,Friedrich August Garcke,25. Okt. 1819,25. Jan.,10. Jan. 1904,Botanik,/wiki/Christian_August_Friedrich_Garcke
1892,12,2945.0,Andreas Franz Wilhelm Schimper,12. Mai 1856,6. Feb.,9. Sep. 1901,Botanik,/wiki/Andreas_Franz_Wilhelm_Schimper
1892,13,2946.0,Ludwig Rudolph Sophus Bergh,15. Okt. 1824,10. Feb.,20. Juli 1909,Zoologie und Anatomie  Wissenschaftliche Medizin,
1892,14,2947.0,Heinrich Stilling,1. Okt. 1853,24. Feb.,11. Juni 1911,Wissenschaftliche Medizin,/wiki/Heinrich_Stilling
1892,15,2948.0,Friedrich Rudolph Karl Ernst Koken,29. Mai 1860,11. Mrz.,21. Nov. 1912,Mineralogie und Geologie,/wiki/Ernst_Koken
1892,16,2949.0,William Alfred Grünhagen,28. Feb. 1842,11. Apr.,8. Feb. 1912,Physiologie,/wiki/Alfred_Gr%C3%BCnhagen
1892,17,2950.0,Moritz Schiff,28. Jan. 1823,30. Apr.,6. Okt. 1896,Physiologie,/wiki/Moritz_Schiff
1892,18,2951.0,Bernhard Ornstein,2. Mai 1809,30. Apr.,13. Feb. 1896,"Anthropologie, Ethnologie und Geographie",/wiki/Bernhard_Ornstein
1892,19,2952.0,Gustav Radde,27. Nov. 1831,30. Apr.,15. März 1903,"Anthropologie, Ethnologie und Geographie",/wiki/Gustav_Radde
1892,20,2953.0,Theodor von Heldreich,3. März 1822,30. Apr.,7. Sep. 1902,Botanik,/wiki/Theodor_von_Heldreich
1892,21,2954.0,Arthur Baessler,6. Mai 1857,18. Jul.,31. März 1907,"Chemie  Anthropologie, Ethnologie und Geographie",/wiki/Arthur_Baessler
1892,22,2955.0,Franz Steindachner,11. Nov. 1834,8. Aug.,10. Dez. 1919,Zoologie und Anatomie,/wiki/Franz_Steindachner
1892,23,2956.0,C. K. Hoffmann,16. Juli 1844,15. Aug.,27. Juli 1903,Zoologie und Anatomie,/wiki/Christiaan_Karel_Hoffmann
1892,24,2957.0,Carl Van Bambeke,6. Feb. 1829,15. Aug.,14. Mai 1918,Zoologie und Anatomie,
1892,25,2958.0,Johann Philipp Ludwig Julius Elster,24. Dez. 1854,22. Aug.,8. Apr. 1920,Physik und Meteorologie,/wiki/Julius_Elster
1892,26,2959.0,Hans Friedrich Carl Geitel,16. Juli 1855,22. Aug.,15. Aug. 1923,Physik und Meteorologie,/wiki/Hans_Friedrich_Geitel
1892,27,2960.0,Johann Georg Friedrich Ludwig von Ammon,14. Dez. 1850,26. Sep.,26. Juli 1922,Mineralogie und Geologie,/wiki/Ludwig_von_Ammon
1892,28,2961.0,Karl Gustav Adolf Compter,8. Apr. 1831,26. Sep.,22. Juli 1922,Mineralogie und Geologie,/wiki/Gustav_Compter
1892,29,2962.0,Hippolyt Julius Haas,5. Nov. 1855,26. Sep.,6. Sep. 1913,Mineralogie und Geologie,/wiki/Hippolyt_Haas_(Geologe)
1892,30,2963.0,Carl Friedrich Wilhelm Hess,3. Nov. 1841,26. Sep.,6. Juni 1918,Botanik  Zoologie und Anatomie,/wiki/Wilhelm_He%C3%9F_(Zoologe)
1892,31,2964.0,Johann Friedrich Judeich,27. Jan. 1828,26. Sep.,28. März 1894,Zoologie und Anatomie,/wiki/Johann_Friedrich_Judeich
1892,32,2965.0,Friedrich Ludwig Heinrich Konrad Keilhack,16. Aug. 1858,26. Sep.,10. März 1944,Mineralogie und Geologie,/wiki/Konrad_Keilhack
1892,33,2966.0,Bernhard Adalbert Emil Koehne,12. Feb. 1848,26. Sep.,12. Okt. 1918,Botanik,/wiki/Bernhard_Adalbert_Emil_Koehne
1892,34,2967.0,Joseph Kriechbaumer,13. März 1819,26. Sep.,2. Mai 1902,Zoologie und Anatomie,/wiki/Joseph_Kriechbaumer
1892,35,2968.0,Ernst Loew,23. Juli 1843,26. Sep.,12. Aug. 1908,Botanik,
1892,36,2969.0,Hans Molisch,6. Dez. 1856,26. Sep.,8. Dez. 1937,Botanik,/wiki/Hans_Molisch
1892,37,2970.0,Johann Carl Ferdinand Rosenberger,29. Aug. 1845,26. Sep.,11. Sep. 1899,Physik und Meteorologie,/wiki/Ferdinand_Rosenberger
1892,38,2971.0,Hugo Hermann Schauinsland,30. Mai 1857,26. Sep.,5. Juni 1937,Zoologie und Anatomie,/wiki/Hugo_Schauinsland
1892,39,2972.0,Johannes Kuno Walther,20. Juli 1860,26. Sep.,4. Mai 1937,Mineralogie und Geologie,/wiki/Johannes_Walther_(Geologe)
1892,40,2973.0,Julius Wortmann,15. Aug. 1856,26. Sep.,28. Juni 1925,Botanik,/wiki/Julius_Wortmann
1892,41,2974.0,Friedrich Heinrich August Zschokke,27. Mai 1860,26. Sep.,10. Jan. 1936,Zoologie und Anatomie,/wiki/Friedrich_Zschokke
1892,42,2975.0,Ernst Wilhelm Ferdinand Ebermayer,2. Nov. 1829,6. Okt.,13. Aug. 1908,Chemie  Botanik,/wiki/Ernst_Ebermayer
1892,43,2976.0,Heinrich Wilhelm Christian Lenz,30. März 1846,7. Okt.,16. Jan. 1913,Zoologie und Anatomie,/wiki/Heinrich_Lenz_(Zoologe)
1892,44,2977.0,Paul Carl Moritz Sorauer,9. Juni 1839,3. Nov.,9. Jan. 1916,Botanik,/wiki/Paul_Sorauer
1892,45,2978.0,Otto Warburg,20. Juli 1859,3. Nov.,10. Feb. 1938,Botanik,/wiki/Otto_Warburg_(Agrarwissenschaftler)
1892,46,2979.0,Georg Dietrich August Ritter,11. Dez. 1826,4. Nov.,26. Feb. 1908,Physik und Meteorologie,/wiki/Georg_Dietrich_August_Ritter
1892,47,2980.0,Heinrich Oskar Lenz,13. Apr. 1848,14. Nov.,2. März 1925,"Anthropologie, Ethnologie und Geographie",/wiki/Oskar_Lenz
1892,48,2981.0,Friedrich Heinrich Fedor Emil Spangenberg,,29. Nov.,,Zoologie und Anatomie,
1892,49,2982.0,Ernst Karl Lecher,1. Juni 1856,4. Dez.,19. Juli 1926,Physik und Meteorologie,/wiki/Ernst_Lecher
1892,50,2983.0,Johann August Streng,4. Feb. 1830,10. Dez.,7. Jan. 1897,Mineralogie und Geologie,/wiki/Johann_August_Streng
1892,51,2984.0,Friedrich Carl Adolf Stohmann,25. Apr. 1832,20. Dez.,1. Nov. 1897,Chemie,/wiki/Friedrich_Stohmann
1892,52,2985.0,Friedrich Wilhelm Ludwig Emil Krafft,21. Feb. 1852,20. Dez.,3. Juni 1923,Chemie,/wiki/Friedrich_Krafft_(Chemiker)
1892,53,2986.0,Alexander Anton Emil Bauer,16. Feb. 1836,21. Dez.,12. Apr. 1921,Chemie,/wiki/Alexander_Bauer_(Chemiker)
1892,54,2987.0,August Hirsch,4. Okt. 1817,22. Dez.,28. Jan. 1894,Wissenschaftliche Medizin,/wiki/August_Hirsch_(Mediziner)
1892,55,2988.0,Friedrich Heinrich Carl Julius von Jobst,19. Juli 1839,22. Dez.,22. Sep. 1920,Chemie,/wiki/Julius_von_Jobst
1892,56,2989.0,Max Emil Julius Delbrück,16. Juni 1850,23. Dez.,4. Mai 1919,Chemie,/wiki/Max_Delbr%C3%BCck_(Chemiker)
1892,57,2990.0,Friedrich Hermann Theodor Ost,,23. Dez.,,Chemie,/wiki/Hermann_Ost
1892,58,2991.0,Moritz Wilhelm Hugo Ribbert,1. März 1855,23. Dez.,6. Nov. 1920,Wissenschaftliche Medizin,/wiki/Hugo_Ribbert
1892,59,2992.0,Karl Zulkowski,7. Apr. 1833,23. Dez.,23. Dez. 1908,Chemie,/wiki/Karl_Zulkowsky
1892,60,2993.0,Heinrich Curschmann,28. Juni 1846,24. Dez.,6. Mai 1910,Wissenschaftliche Medizin,/wiki/Heinrich_Curschmann
1892,61,2994.0,Paul Friedrich Hugo Schulz,6. Aug. 1853,24. Dez.,13. Juli 1932,Wissenschaftliche Medizin,/wiki/Hugo_Schulz_(Mediziner)
1892,62,2995.0,Karl Stölzel,17. Feb. 1826,24. Dez.,4. Feb. 1896,Chemie,/wiki/Carl_St%C3%B6lzel
1892,63,2996.0,Bernhard Julius Richard Möhlau,2. Sep. 1857,27. Dez.,9. Sep. 1940,Chemie,/wiki/Richard_M%C3%B6hlau
1892,64,2997.0,Paul Zweifel,30. Juni 1848,27. Dez.,13. Aug. 1927,Wissenschaftliche Medizin,/wiki/Paul_Zweifel
1892,65,2998.0,Gustav Gaertner,28. Sep. 1855,27. Dez.,4. Nov. 1937,Wissenschaftliche Medizin,/wiki/Gustav_Gaertner
1892,66,2999.0,Julius Wolff,21. März 1836,27. Dez.,18. Feb. 1902,Wissenschaftliche Medizin,/wiki/Julius_Wolff_(Mediziner)
1892,67,3000.0,Emilio Nölting,8. Juni 1851,29. Dez.,6. Aug. 1922,Chemie,/wiki/Emilio_Noelting
1892,68,3001.0,Zacharias Hugo Oppenheimer,8. Jan. 1830,31. Dez.,25. Juni 1904,Wissenschaftliche Medizin,/wiki/Zacharias_Oppenheimer
1893,0,3002.0,Rudolf Friedrich Eugen Arendt,1. Apr. 1828,2. Jan.,15. Mai 1902,Chemie,/wiki/Rudolf_Arendt_(Chemiker)
1893,1,3003.0,Alfred Hegar,6. Jan. 1830,2. Jan.,5. Aug. 1914,Wissenschaftliche Medizin,/wiki/Alfred_Hegar
1893,2,3004.0,Carl Binz,1. Juli 1832,4. Jan.,11. Jan. 1913,Wissenschaftliche Medizin,/wiki/Carl_Binz
1893,3,3005.0,Johann Wilhelm Haacke,23. Aug. 1855,4. Jan.,6. Dez. 1912,Zoologie und Anatomie,/wiki/Wilhelm_Haacke
1893,4,3006.0,Carl Friedrich Christian Mettenheimer,19. Dez. 1824,4. Jan.,19. Dez. 1898,Wissenschaftliche Medizin,/wiki/Carl_von_Mettenheimer
1893,5,3007.0,Eugen Woldemar Bostroem,13. Okt. 1850,5. Jan.,24. Mai 1928,Wissenschaftliche Medizin,
1893,6,3008.0,Julius Schreiber,28. Feb. 1848,5. Jan.,18. Sep. 1932,Wissenschaftliche Medizin,/wiki/Julius_Schreiber
1893,7,3009.0,Friedrich Wilhelm Robert Otto,18. Aug. 1837,6. Jan.,14. Feb. 1907,Chemie,/wiki/Robert_Otto_(Chemiker)
1893,8,3010.0,Leopold Rügheimer,5. Mai 1850,9. Jan.,24. Mai 1917,Chemie,/wiki/Leopold_R%C3%BCgheimer
1893,9,3011.0,Christian Gottfried Heinrich Baeumler,13. Mai 1836,12. Jan.,21. Nov. 1933,Wissenschaftliche Medizin,/wiki/Christian_Baeumler
1893,10,3012.0,Heinrich Köbner,2. Dez. 1838,13. Jan.,3. Sep. 1904,Wissenschaftliche Medizin,/wiki/Heinrich_K%C3%B6bner
1893,11,3013.0,Karl Johann Kraut,29. Sep. 1829,14. Jan.,13. Jan. 1912,Chemie,/wiki/Karl_Kraut_(Chemiker)
1893,12,3014.0,Carl Wilhelm von Zehender,1. Juli 1819,16. Jan.,19. Dez. 1916,Zoologie und Anatomie,/wiki/Carl_Wilhelm_von_Zehender
1893,13,3015.0,Friedrich Karl Adolph Neelsen,29. März 1854,17. Jan.,10. Apr. 1894,Wissenschaftliche Medizin,/wiki/Friedrich_Neelsen
1893,14,3016.0,Franz Hugo Schwanert,17. Dez. 1828,19. Jan.,17. Okt. 1902,Chemie,/wiki/Hugo_Schwanert
1893,15,3017.0,Christian Gerhard Leopold,24. Feb. 1846,28. Jan.,12. Sep. 1911,Wissenschaftliche Medizin,/wiki/Christian_Leopold
1893,16,3018.0,Themistokles Michael Ludwig Gluck,30. Nov. 1853,4. Feb.,25. Apr. 1942,Wissenschaftliche Medizin,/wiki/Themistocles_Gluck
1893,17,3019.0,Otto Hermes,10. Sep. 1838,4. Feb.,19. März 1910,Zoologie und Anatomie,/wiki/Otto_Hermes_(Politiker)
1893,18,3020.0,Hans Hugo Christian Bunte,25. Dez. 1848,4. Feb.,17. Aug. 1925,Chemie,/wiki/Hans_Bunte
1893,19,3021.0,Georg Rudolf Reinhart Blochmann,12. Apr. 1848,6. Feb.,29. Feb. 1920,Chemie,/wiki/Reinhart_Blochmann
1893,20,3022.0,Karl Josef Elbs,13. Sep. 1858,25. Feb.,24. Aug. 1933,Chemie,/wiki/Karl_Elbs
1893,21,3023.0,Christoph Friedrich Goppelsroeder,1. Apr. 1837,11. Mrz.,14. Okt. 1919,Chemie,/wiki/Christoph_Friedrich_Goppelsroeder
1893,22,3024.0,Ludwig Meyer,27. Dez. 1827,4. Apr.,8. Feb. 1900,Wissenschaftliche Medizin,/wiki/Ludwig_Meyer_(Mediziner)
1893,23,3025.0,John J. Stevenson,10. Okt. 1841,18. Mai,10. Aug. 1924,Mineralogie und Geologie,/wiki/John_James_Stevenson_(Geologe)
1893,24,3026.0,William A. Haswell,5. Aug. 1854,24. Jul.,24. Jan. 1925,Zoologie und Anatomie,
1893,25,3027.0,Anderson Stuart,20. Juni 1856,24. Jul.,29. Feb. 1920,Wissenschaftliche Medizin,
1893,26,3028.0,Konrad Karl Edmund Leser,1. Mai 1853,28. Jul.,11. Dez. 1916,Wissenschaftliche Medizin,/wiki/Edmund_Leser_(Mediziner)
1893,27,3029.0,August Gottlob Isaak Karl Huyssen,29. Apr. 1824,30. Okt.,2. Dez. 1903,"Mineralogie und Geologie Anthropologie, Ethnologie und Geographie",/wiki/August_Huyssen
1894,0,3030.0,Albert Julius Otto Penzig,25. März 1856,2. Jan.,6. März 1929,Botanik,/wiki/Otto_Penzig
1894,1,3031.0,Mc Alpine,21. Jan. 1849,26. Jan.,12. Okt. 1932,Botanik,
1894,2,3032.0,Paul Carus,18. Juli 1852,26. Jan.,11. Feb. 1919,Zoologie und Anatomie,/wiki/Paul_Carus
1894,3,3033.0,Charles A. White,26. Jan. 1826,26. Jan.,29. Juni 1910,Mineralogie und Geologie,/wiki/Charles_Abiathar_White
1894,4,3034.0,Georg Ferdinand Otto Müller,28. Mai 1837,18. Feb.,29. März 1917,Botanik,/wiki/Otto_M%C3%BCller_(Botaniker)
1894,5,3035.0,Karl Theodor Engel,20. Nov. 1842,10. Mrz.,29. Jan. 1933,Mineralogie und Geologie,/wiki/Theodor_Engel
1894,6,3036.0,Richard Von Wettstein,30. Juni 1863,4. Apr.,10. Aug. 1931,Botanik,/wiki/Richard_Wettstein
1894,7,3037.0,Johannes Christian Gruber,14. Dez. 1858,18. Jun.,10. Juni 1906,"Anthropologie, Ethnologie und Geographie",/wiki/Christian_Gruber_(Geograph)
1894,8,3038.0,Otto Carl Oscar Förtsch,18. Feb. 1840,20. Jun.,22. Okt. 1905,"Anthropologie, Ethnologie und Geographie",/wiki/Oscar_F%C3%B6rtsch
1894,9,3039.0,Max Carl August Bartels,26. Sep. 1843,22. Jun.,22. Okt. 1904,"Anthropologie, Ethnologie und Geographie",/wiki/Maximilian_Bartels
1894,10,3040.0,Leonhard Georg Heinrich Schotten,3. Juli 1856,19. Okt.,13. Feb. 1939,Mathematik und Astronomie,/wiki/Heinrich_Schotten
1894,11,3041.0,Fridolin Gustav Theodor Karl Wilhelm Friedrich Dingeldey,16. Dez. 1859,22. Okt.,24. Sep. 1939,Mathematik und Astronomie,/wiki/Friedrich_Dingeldey
1894,12,3042.0,Archibald Liversidge,17. Nov. 1847,27. Okt.,26. Sep. 1927,Chemie Mineralogie und Geologie,/wiki/Archibald_Liversidge
1895,0,3043.0,Hans Theodor Alphons Kölliker,28. Mai 1852,18. Feb.,10. Juli 1937,Zoologie und Anatomie,/wiki/Theodor_K%C3%B6lliker
1895,1,3044.0,Samuel Gustav Paul Stäckel,20. Aug. 1862,18. Feb.,12. Dez. 1919,Mathematik und Astronomie,/wiki/Paul_St%C3%A4ckel
1895,2,3045.0,Friedrich Ludwig Gottlob Frege,8. Nov. 1848,20. Feb.,26. Juli 1925,Mathematik und Astronomie,/wiki/Gottlob_Frege
1895,3,3046.0,Hermann Georg Hettner,21. Aug. 1854,20. Feb.,24. Mai 1914,Mathematik und Astronomie,/wiki/Georg_Hettner
1895,4,3047.0,Max Heinrich August Neumeister,15. Mai 1849,20. Feb.,1. Dez. 1929,Botanik,/wiki/Max_Neumeister
1895,5,3048.0,Robert Henry Scott,28. Jan. 1833,21. Feb.,18. Juni 1916,Physik und Meteorologie,/wiki/Robert_Henry_Scott
1895,6,3049.0,Rudolf Scharizer,1. Apr. 1859,21. Feb.,14. Dez. 1935,Mineralogie und Geologie,/wiki/Rudolf_Scharizer
1895,7,3050.0,Josef Maria Pernter,15. März 1848,22. Feb.,20. Dez. 1908,Physik und Meteorologie,/wiki/Josef_Maria_Pernter
1895,8,3051.0,Carl Johann Conrad Reinhertz,19. Juni 1859,22. Feb.,22. Aug. 1906,Mathematik und Astronomie,/wiki/Carl_Reinhertz
1895,9,3052.0,Adolph Carl Heinrich Slaby,18. Apr. 1849,22. Feb.,6. Apr. 1913,Physik und Meteorologie,/wiki/Adolf_Slaby
1895,10,3053.0,Leo Anton Carl de Ball,23. Nov. 1853,25. Feb.,12. Dez. 1916,Mathematik und Astronomie,/wiki/Leo_Anton_Carl_de_Ball
1895,11,3054.0,Eduard Ferdinand Georg Mazelle,6. Juli 1862,25. Feb.,27. Jan. 1925,Physik und Meteorologie,
1895,12,3055.0,Josef Liznar,28. Okt. 1852,25. Feb.,12. Juni 1932,Physik und Meteorologie,
1895,13,3056.0,Victor Ritter Dantscher von Kollesberg,29. Okt. 1847,26. Feb.,26. Juli 1921,Mathematik und Astronomie,/wiki/Victor_von_Dantscher
1895,14,3057.0,Karl Wirtz,19. Aug. 1861,27. Feb.,3. Sep. 1928,Physik und Meteorologie,/wiki/Karl_Wirtz_(Elektrotechniker)
1895,15,3058.0,Rudolf Mehmke,28. Aug. 1857,3. Mrz.,16. Nov. 1944,Mathematik und Astronomie,/wiki/Rudolf_Mehmke
1895,16,3059.0,Albrecht Wilhelm Philipp Zimmermann,3. Apr. 1860,6. Mrz.,22. Feb. 1931,Botanik,/wiki/Albrecht_Zimmermann
1895,17,3060.0,Ludwig Stickelberger,18. Mai 1850,11. Mrz.,11. Apr. 1936,Mathematik und Astronomie,/wiki/Ludwig_Stickelberger
1895,18,3061.0,Karl Schuberg,16. Juli 1827,13. Mrz.,17. Apr. 1899,Botanik,/wiki/Karl_Schuberg
1895,19,3062.0,Hermann Ludwig Gustav Wiener,15. Mai 1857,18. Mrz.,13. Juni 1939,Mathematik und Astronomie,/wiki/Hermann_Wiener
1895,20,3063.0,Gottlob Eduard Linck,20. Feb. 1858,25. Jun.,22. Dez. 1947,Mineralogie und Geologie,/wiki/Gottlob_Linck
1895,21,3064.0,Karl Busz,2. Feb. 1863,3. Sep.,8. Dez. 1930,Mineralogie und Geologie,/wiki/Karl_Busz
1895,22,3065.0,Richard Wolfgang Semon,22. Aug. 1859,9. Sep.,12. Dez. 1918,Zoologie und Anatomie,/wiki/Richard_Semon
1895,23,3066.0,George Thoms,24. Feb. 1843,9. Sep.,15. Nov. 1902,Chemie Mineralogie und Geologie,/wiki/George_Thoms
1895,24,3067.0,Johannes Wislicenus,24. Juni 1835,14. Sep.,5. Dez. 1902,Chemie,/wiki/Johannes_Wislicenus
1895,25,3068.0,Daniel Gerand Elliot,7. März 1835,1. Nov.,22. Dez. 1915,Zoologie und Anatomie,/wiki/Daniel_Giraud_Elliot
1895,26,3069.0,Ludwig Franz Friedrich Georg Heck,11. Aug. 1860,15. Nov.,7. Juli 1951,Zoologie und Anatomie,/wiki/Ludwig_Heck_(Zoologe)
1895,27,3070.0,Otto Ludwig Adolph Seeligmüller,1. Apr. 1837,6. Dez.,19. Apr. 1912,Wissenschaftliche Medizin,/wiki/Adolph_Seeligm%C3%BCller
1895,28,3071.0,Franz Leonhard Tuczek,11. Juni 1852,11. Dez.,19. Dez. 1925,Wissenschaftliche Medizin,/wiki/Franz_Tuczek
1895,29,3072.0,Josef Jadassohn,10. Sep. 1863,13. Dez.,24. März 1936,Wissenschaftliche Medizin,/wiki/Josef_Jadassohn
1895,30,3073.0,Fritz Wolfgang Samuel Strassmann,27. Aug. 1858,13. Dez.,30. Jan. 1940,Wissenschaftliche Medizin,/wiki/Fritz_Stra%C3%9Fmann_(Mediziner)
1895,31,3074.0,Karl Otto Emil Lampe,23. Dez. 1840,16. Dez.,4. Sep. 1918,Mathematik und Astronomie,/wiki/Emil_Lampe
1895,32,3075.0,Hermann Julius Otto Soltmann,17. Dez. 1844,16. Dez.,10. Sep. 1912,Wissenschaftliche Medizin,/wiki/Otto_Soltmann_(Mediziner)
1895,33,3076.0,Alfred Otto Hermann Genzmer,19. Apr. 1851,18. Dez.,8. Dez. 1912,Wissenschaftliche Medizin,/wiki/Alfred_Genzmer
1895,34,3077.0,Karl Franz Eduard Schmidt,5. Sep. 1862,18. Dez.,14. Okt. 1946,Physik und Meteorologie,/wiki/Karl_Schmidt_(Physiker)
1895,35,3078.0,Wilhelm Georg Kirchner,1849,20. Dez.,1935,Wissenschaftliche Medizin,/wiki/Wilhelm_Kirchner_(Mediziner)
1895,36,3079.0,Friedrich Ernst Dorn,27. Juli 1848,21. Dez.,6. Dez. 1916,Physik und Meteorologie,/wiki/Friedrich_Ernst_Dorn
1895,37,3080.0,Johannes Abromeit,17. Feb. 1857,25. Dez.,19. Jan. 1946,Botanik,/wiki/Johannes_Abromeit
1895,38,3081.0,Hans Ernst August Buchner,16. Dez. 1850,30. Dez.,5. Apr. 1902,Wissenschaftliche Medizin,/wiki/Hans_Buchner_(Mediziner)
1895,39,3082.0,Meyer Hamburger,5. Apr. 1838,31. Dez.,9. Juni 1903,Mathematik und Astronomie,/wiki/Meyer_Hamburger
1896,0,3083.0,Heinrich Friedrich Karl Ludwig Burkhardt,15. Okt. 1861,25. Jan.,2. Nov. 1914,Mathematik und Astronomie,/wiki/Heinrich_Burkhardt_(Mathematiker)
1896,1,3084.0,Ernst Otto Heinrich Kohlschütter,26. Dez. 1837,2. Feb.,7. Sep. 1905,Wissenschaftliche Medizin,/wiki/Ernst_Kohlsch%C3%BCtter
1896,2,3085.0,Artur Moritz Schönflies,17. Apr. 1853,15. Feb.,27. Mai 1928,Mathematik und Astronomie,/wiki/Arthur_Schoenflies
1896,3,3086.0,Max Wolf,21. Juni 1863,10. Apr.,3. Okt. 1932,Mathematik und Astronomie,/wiki/Max_Wolf
1896,4,3087.0,Robert Daublebsky von Sterneck,7. Feb. 1839,13. Apr.,2. Nov. 1910,Mathematik und Astronomie,/wiki/Robert_Daublebsky_von_Sterneck
1896,5,3088.0,Martin Mendelsohn,16. Dez. 1860,31. Aug.,26. Aug. 1930,Wissenschaftliche Medizin,/wiki/Martin_Mendelsohn
